Source_Dialogue	Reference	MT	BERTScore_F1	COMET	COMTAIL
Give shots of injections or pills, but he must be alright soon.	सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.	assistant.	0.5673973560333252	0.24138465523719788	0.00030355900526046753
They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”	और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते	-	0.5290359258651733	0.18912865221500397	0.0459371954202652
- Yeah.	- हाँ.	assistant.	0.6816049814224243	0.5749160647392273	0.5280474424362183
If evil befalls him he is perturbed;	जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,	"assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant."	0.4667958617210388	0.15333779156208038	0.02179602161049843
♪ BE FOREVER BOUND	♪हमेशाके लिएबाध्यहोने	"assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant."	0.46441811323165894	0.1739814579486847	0.037789084017276764
Trying to movemail a non-mbox source '%s'	एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश	assistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistant	0.5890722274780273	0.1600620001554489	0.05501148849725723
Image histogram adjust levels plugin for digiKam	डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन	assistantassistant.	0.5756729245185852	0.2389051765203476	0.11126118898391724
She took every able-bodied man and went to kill the Forest Spirit.	- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.	assistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistant	0.5622509121894836	0.1471744179725647	0.04980119317770004
My mother's from Sweden.	वो मेरी माँ है.	assistant.	0.6117143630981445	0.38711798191070557	0.13204747438430786
Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.	(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं	assistant.	0.4675581753253937	0.1861821711063385	0.05912718549370766
Is it cool like Phil's?	यह अच्छा है फिल की तरह है?	assistant.	0.5758445262908936	0.3788088262081146	0.09712088108062744
