Source_Dialogue	Reference	MT	BERTScore_F1	COMET	COMTAIL
Give shots of injections or pills, but he must be alright soon.	सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.	"Translate following English to Hindi.
Give shots of injections or pills, but he must be alright soon."	0.6719248294830322	0.30113062262535095	0.04678834229707718
They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”	और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते	"Translation:
They said, “Oh Shuaib, we do not understand much of what you say, and we see that you are weak among us.”"	0.6199656128883362	0.2931230962276459	0.11131858825683594
- Yeah.	- हाँ.	-Yes.	0.8143212795257568	0.9396951794624329	0.6454973220825195
If evil befalls him he is perturbed;	जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,	"Translate following English to Hindi.
Ensure the translation is accurate, fluent, and faithful to the original meaning.Do not add, remove, or change any information."	0.5566288232803345	0.2575194537639618	0.022620921954512596
♪ BE FOREVER BOUND	♪हमेशाके लिएबाध्यहोने	Please let me know if you have any questions.	0.5460209846496582	0.3123961091041565	0.18948467075824738
Trying to movemail a non-mbox source '%s'	एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश	Try to move email a non-mbox source '%s'	0.755212128162384	0.4812715947628021	0.12567675113677979
Image histogram adjust levels plugin for digiKam	डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन	"Translate following English to Hindi.
Ensure the translation is accurate, fluent, and faithful to the original meaning.
Do not add, remove, or change any information."	0.5746098160743713	0.3031441867351532	0.08544687926769257
She took every able-bodied man and went to kill the Forest Spirit.	- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.	She took every able-bodied man and went to kill the Forest Spirit.	0.6601321697235107	0.2498285174369812	0.05878475308418274
My mother's from Sweden.	वो मेरी माँ है.	My mother's from Sweden.	0.6948357224464417	0.3640005886554718	0.23104862868785858
Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.	(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं	Please note that the translation is accurate, fluent, and faithful to the original meaning.	0.5637091398239136	0.1675049215555191	0.06522819399833679
Is it cool like Phil's?	यह अच्छा है फिल की तरह है?	Yes, it is cool like Phil's.	0.7095357179641724	0.3786197006702423	0.35587385296821594
Whether the current stream is seekable	क्या मौजूदा स्ट्रीम seekable है	Yes, the current stream is seekable.	0.7173254489898682	0.6804839968681335	0.4535526633262634
You let two unknown men enter this house uninvited.	आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.	You let two unknown men enter this house uninvited.	0.6938596367835999	0.417947918176651	0.16284523904323578
This whole situation is completely fucked.	यह पूरी स्थिति पूरी तरह से गड़बड़ है.	This whole situation is completely fucked.	0.7629317045211792	0.6941142082214355	0.4204813241958618
Google Talk Home Name 3	गूगल टाक होम नाम 3	"Translate following English to Hindi.
Ensure the translation is accurate, fluent, and faithful to the original meaning.Do not add, remove, or change any information.

Text:
Google Talk Home Name 3"	0.5862561464309692	0.3954104483127594	0.1811542809009552
All prisoners report for Lockdown.	सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.	"Translate following English to Hindi.
All prisoners report Lockdown."	0.6943523287773132	0.34443697333335876	0.34989261627197266
Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?	जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे	Yes, they will not accept faith.	0.6322444677352905	0.18981266021728516	0.07120281457901001
Turn the siren off.	आप ठीक हो जाएगा रहे हैं, अरे नहीं;	"Translate following English to Hindi.
Sure the siren is off."	0.6332692503929138	0.27761295437812805	0.14058415591716766
Name:	नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO]	"Translate following English to Hindi.
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:

Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:

Source Sentence:
Source Sentence:

Source Sentence:
Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source Sentence:

Source"	0.41498029232025146	0.32746827602386475	0.3582416772842407
We should go to a hospital.	हम एक अस्पताल जाना चाहिए।	"(Translation of English to Hindi)
We should go to a hospital."	0.661445677280426	0.38104817271232605	0.38550329208374023
Whoa! So... What is your...	तो तुम्हारी योजना क्या है?	You can also say,	0.572266697883606	0.3829599916934967	0.24166135489940643
I'm not going to drink it.	मैं इसे पीने के लिए नहीं जा रहा हूँ।	Drinking alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages, including alcoholic beverages	0.46279317140579224	0.21981921792030334	0.12793244421482086
Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).	क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है	Yes, they say: “He has lied against Allah.”	0.6067051291465759	0.24941512942314148	0.0885496437549591
No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?	लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।	No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?	0.6327301859855652	0.31918808817863464	0.09174387156963348
- No. Not here!	- यहाँ नहीं नहीं!	No. Not here!	0.7643330693244934	0.8339799046516418	0.47776708006858826
