Source_Dialogue	Reference	MT	BERTScore_F1	COMET	COMTAIL
Give shots of injections or pills, but he must be alright soon.	सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.	"The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The"	0.49076610803604126	0.1358497589826584	-0.01131005585193634
They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”	और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते	"The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The"	0.49338266253471375	0.10590283572673798	0.052222851663827896
- Yeah.	- हाँ.	The English to Hindi.	0.6361302137374878	0.3880188465118408	0.2733493149280548
If evil befalls him he is perturbed;	जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,	The meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the meaning of the	0.44870641827583313	0.13079726696014404	0.0310505460947752
♪ BE FOREVER BOUND	♪हमेशाके लिएबाध्यहोने	"202 3
 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13"	0.4132300019264221	0.12323682010173798	0.11114327609539032
Trying to movemail a non-mbox source '%s'	एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश	"The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The"	0.470094233751297	0.14857682585716248	-0.012117180973291397
Image histogram adjust levels plugin for digiKam	डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन	The English to Hindi.	0.5873633623123169	0.237454354763031	0.0982760488986969
She took every able-bodied man and went to kill the Forest Spirit.	- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.	"The following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following.

The following the following the following the following the following the following the following the following the following the following the following the following.

The following the following the following the following the following the following the following the following.
The following the following the following the following.
The following the following the following.
The following the following.
The following the following.
The following the following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following"	0.4446820318698883	0.17156319320201874	0.10457369685173035
My mother's from Sweden.	वो मेरी माँ है.	The English to Hindi.	0.621023952960968	0.23160934448242188	0.14051486551761627
Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.	(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं	"The following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following.

The following the following the following the following the following the following the following the following the following the following the following the following.

The following the following the following the following the following the following.
The following the following the following.
The following the following.
The following the following.
The following the following.
The following the following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The following.
The"	0.45093345642089844	0.11755533516407013	0.08033139258623123
Is it cool like Phil's?	यह अच्छा है फिल की तरह है?	The English to Hindi.	0.6277719736099243	0.2784458100795746	0.04659133777022362
Whether the current stream is seekable	क्या मौजूदा स्ट्रीम seekable है	"The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The English to Hindi.
The"	0.4614589810371399	0.2235995978116989	0.06467409431934357
You let two unknown men enter this house uninvited.	आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.	The English to Hindi.	0.6051997542381287	0.2020961195230484	0.02861923910677433
This whole situation is completely fucked.	यह पूरी स्थिति पूरी तरह से गड़बड़ है.	The whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the whole, the	0.4696895480155945	0.2304074466228485	0.09646252542734146
Google Talk Home Name 3	गूगल टाक होम नाम 3	The English to Hindi.	0.585241436958313	0.3569124639034271	0.15284518897533417
All prisoners report for Lockdown.	सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.	The English to Hindi.	0.6308770179748535	0.23975948989391327	0.20879654586315155
