Source_Dialogue	Reference	MT	BERTScore_F1	COMET	COMTAIL
Give shots of injections or pills, but he must be alright soon.	सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.	में से एक (एक) है: है कि कोई स्टिंग्स या पिल्स के साथ स्वास्थ्य के लिए अच्छी होगी।	0.6673731207847595	0.32653602957725525	0.1339496523141861
They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”	और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते	ने दो	0.552591860294342	0.2094375193119049	0.04963357746601105
- Yeah.	- हाँ.	"En: हाय

English: Yeah

Hindi: हाय"	0.6330479979515076	0.439811646938324	0.3015556335449219
If evil befalls him he is perturbed;	जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,	माफ़ किया है	0.6745057106018066	0.4421349763870239	0.16128210723400116
♪ BE FOREVER BOUND	♪हमेशाके लिएबाध्यहोने	Hindi: बेके फिरे बाउंड	0.5812598466873169	0.42730680108070374	0.05512052774429321
Trying to movemail a non-mbox source '%s'	एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश	"En: Hindi

T: Hindi

Translation:
Trying to move email a non-mbox source %s

Translation:"	0.6489571928977966	0.35582461953163147	0.014271484687924385
Image histogram adjust levels plugin for digiKam	डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन	में में में	0.6300702691078186	0.30193227529525757	0.055129509419202805
She took every able-bodied man and went to kill the Forest Spirit.	- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.	में ने सभी सक्षा वाले पुरुषों को खेलने वाले से ले जाकर वन जीविता की शक्ति को मारने की कोशिश की।	0.6996511220932007	0.43186360597610474	0.19870512187480927
My mother's from Sweden.	वो मेरी माँ है.	मेरी माता स्वीडन से है।	0.749139130115509	0.691081702709198	0.7187073230743408
Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.	(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं	"हिंदी में पाठ: 

स्वी: क्या बेहतर है? इन्हें सुरक्षा के खिलाफ लड़कों के लिए सड़कों में एक स्थान है, जहां नदियाँ बहती हैं, जहां से मिटि के लोगों के लिए सुख और अलाह का आनंद है। अलाह के लिए अलाह के साथ मिति और अलाह का आनंद देख सकते हैं।"	0.6677746772766113	0.3099963366985321	0.21682624518871307
