Source_Dialogue	Reference	MT	BERTScore_F1	COMET	COMTAIL
Give shots of injections or pills, but he must be alright soon.	सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.	अरे फिर उन्हें इंजेक्शन शॉट्स डालने या चौबीज़ के दानी करने के तो पूरे हैं!	0.6703492999076843	0.3789345920085907	0.26938825845718384
They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”	और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते	जिस्म, वे कहते, “शुआिब, हम जो कुछ नहीं समझते हैं और जो कमजोर होते हैं, हमें तो संकलित किया जे नहीं तो स्थायी किया ज सके, हमें यह नहीं दिलाई कि हम जो कुछ नहीं समझते हैं और जो कमजोर होते हैं, वे भी हमें यह नहीं दिलाई कि हम जो कुछ नहीं समझते हैं और जो कमजोर होते हैं, वे भी हमें यह नहीं दिलाई कि हम जो कुछ नहीं समझते हैं और जो कमजोर होते हैं, वे भी हमें यह नहीं दिलाई कि हम जो कुछ नहीं समझते हैं और जो कमजोर होते हैं, वे भी हमें यह नहीं दिलाई कि हम जो कुछ नहीं समझते हैं और जो कमजोर होते हैं, वे भी हमें यह नहीं दिलाई	0.6305443644523621	0.3477255403995514	0.14707425236701965
- Yeah.	- हाँ.	जी हुआ।	0.762700080871582	0.727131724357605	0.6068710088729858
If evil befalls him he is perturbed;	जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,	अर्थात् किसी हिंसक हानिकारक का संघर्ष में संघर्त्तिकरण के लाभ होते हैं।	0.6447278261184692	0.3638237416744232	0.34152552485466003
♪ BE FOREVER BOUND	♪हमेशाके लिएबाध्यहोने	बिलकुल सहा, बिलकुल नहीं लग सकती हाँ भी	0.6357278823852539	0.3165448009967804	0.20287711918354034
Trying to movemail a non-mbox source '%s'	एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश	मैं %s से मेल कैसे बदल सकता हूँ?	0.6881949305534363	0.5152380466461182	0.4037344455718994
Image histogram adjust levels plugin for digiKam	डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन	मूल्यों के लिए चिहने के स्ट्रेंड़ वाले प्लग्स डिज़िककम के लिए ह	0.762596845626831	0.4073709547519684	0.12041570246219635
She took every able-bodied man and went to kill the Forest Spirit.	- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.	वह हर सक्षित व्यक्ति को जंगल का सैनिक तैयार कर लाया |	0.6721268892288208	0.4512023329734802	0.6423273086547852
My mother's from Sweden.	वो मेरी माँ है.	मेरी मातृविद् from स्वीडनर्स।	0.7059615254402161	0.35843297839164734	0.35893306136131287
Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.	(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं	जिस व्यक्ति के पास है वो, हो सकता है, चाहे वो.	0.6012323498725891	0.20892861485481262	0.14153903722763062
Is it cool like Phil's?	यह अच्छा है फिल की तरह है?	जी हाँ, फ़िल की तापमान इसी जैसा होता है।	0.7252779603004456	0.4784165024757385	0.5543293952941895
Whether the current stream is seekable	क्या मौजूदा स्ट्रीम seekable है	जी हाँ, वर्तमान प्रवाह में खोज्य होता है	0.7012015581130981	0.5782676339149475	0.5710666179656982
You let two unknown men enter this house uninvited.	आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.	जिस्म में जो ऐसी है, उसे भी इस प्रकार में हो जाना चाहे |	0.6500124931335449	0.2737387716770172	0.1732534021139145
This whole situation is completely fucked.	यह पूरी स्थिति पूरी तरह से गड़बड़ है.	अरे भाई, इस पूरी स्थिति पूरी जैसी बुर्र हो गई है।	0.7764330506324768	0.4747158885002136	0.3109387457370758
