Source_Dialogue	Reference	MT	BERTScore_F1	COMET	COMTAIL
Give shots of injections or pills, but he must be alright soon.	सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.	दिया जाने वाले इंजेक्शन या कैप्सूल को देने के लिए, लेकिन वह जल्द ही ठीक हो जाए।	0.7622088193893433	0.46576884388923645	0.3376776874065399
They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”	और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते	"हिंदी में अनुवाद:
वह बोले, ""शुआब, हमें आपकी बातें कुछ नहीं समझते हैं और हम देख रहे हैं कि आप हमारे साथ कमजोर हैं। यदि नहीं तो हम आपको मार देते हैं। आप किसी का फायदा नहीं हैं।"""	0.7266949415206909	0.49429622292518616	0.5234349370002747
- Yeah.	- हाँ.	हाँ।	0.8401281237602234	0.9168071746826172	0.840269923210144
If evil befalls him he is perturbed;	जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,	If दुष्ट होने पर वह परेशान हो जाता है।	0.709761381149292	0.44695621728897095	0.44015181064605713
♪ BE FOREVER BOUND	♪हमेशाके लिएबाध्यहोने	"बहुत पुरानी है ये गीत, जो कि हिंदी में है। यहाँ हिंदी का अनुवाद है:

बहुत पुरानी है ये गीत, जो कि ""बहुत पुरानी है"" के अर्थ में है।"	0.5526123642921448	0.3403511345386505	0.14272519946098328
Trying to movemail a non-mbox source '%s'	एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश	अर्थ: कोशिश करें कि मेल को एक नॉन-मेसेज स्रोत '%s' से भेजें।	0.78309565782547	0.7048298716545105	0.6485277414321899
Image histogram adjust levels plugin for digiKam	डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन	"हिंदी में अनुवाद:

डिगीकैम के लिए इमेज हिस्ट्राम जांच लेवल प्लग-in"	0.8141021728515625	0.7350315451622009	0.3528764545917511
She took every able-bodied man and went to kill the Forest Spirit.	- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.	"हिंदी में अनुवाद:
वह सभी सक्रिय और योग्य पुरुषों को मारने के लिए जानबूझकर निकल पड़ी।"	0.7076325416564941	0.5371705293655396	0.5722118616104126
My mother's from Sweden.	वो मेरी माँ है.	मेरी माँ स्वीडन से है।	0.7640846371650696	0.713583767414093	0.7419697046279907
Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.	(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं	"हिंदी में अनुवाद:

अर्थ: क्या मैं आपको यह बताऊंगा कि क्या बेहतर है? जो लोग दुष्प्राण से लड़ते हैं, उनके पास हैं जो उनके प्रेमी के पास हैं, जो नदियों के पानी के नीचे हैं, जो शांति में रहने के लिए, और जो अल्लाह की खुशी के लिए। और अल्लाह देख रहा है।"	0.6937773823738098	0.42467352747917175	0.4384218454360962
Is it cool like Phil's?	यह अच्छा है फिल की तरह है?	है कि फिल की तरह क्या है?	0.8864166736602783	0.6196003556251526	0.40127381682395935
Whether the current stream is seekable	क्या मौजूदा स्ट्रीम seekable है	बहुत सारे लोगों को यह जानने में मुश्किल है कि क्या यह स्थान स्थानीय संचार सेवाओं के साथ मिलकर काम करता है या नहीं।	0.6597015857696533	0.5049669146537781	0.4316207468509674
