Source_Dialogue	Reference	MT	BERTScore_F1	COMET	COMTAIL
Give shots of injections or pills, but he must be alright soon.	सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.	"माफी के लिए, मैं इसे हिंदी में नहीं बदल सकता। लेकिन मैं इसे सटीक और सटीक रूप में संसूचित कर सकता हूँ।

जैसा कि आप दावा कर रहे हैं, मैं इसे सटीक रूप में संसूचित कर सकता हूँ।"	0.675407886505127	0.3146282732486725	0.120440274477005
They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”	और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते	"माफ़ कीजिये, लेकिन मैं केवल हिंदी में इसे पुनरावृत्तित नहीं कर सकता। 

मैं केवल हिंदी में इसे पुनरावृत्तित नहीं कर सकता।"	0.6088953018188477	0.2941940128803253	0.1716514676809311
- Yeah.	- हाँ.	"हिंदी में इसका संस्करण है:

- है"	0.6951119303703308	0.42858123779296875	0.11963401734828949
If evil befalls him he is perturbed;	जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,	If दुष्ट होता है तो उसे परेशान होता है।	0.7381731271743774	0.3791482150554657	0.2865258455276489
♪ BE FOREVER BOUND	♪हमेशाके लिएबाध्यहोने	प्रातः बिन्दने	0.6628495454788208	0.4291868209838867	0.3332732319831848
Trying to movemail a non-mbox source '%s'	एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश	मुक्ति: प्रयास करने के लिए एक नॉन-मेल के स्रोत '%स' को संदेश मेल के स्रोत में स्थानांतरित करें।	0.7520313262939453	0.5585902333259583	0.6191710829734802
Image histogram adjust levels plugin for digiKam	डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन	मीडिया हिस्ट्रामिक्स जोड़ी के लिए सेटिंग्स को सुधारने के लिए डिगी कैम के लिए एक प्लग जोड़ी के लिए सेटिंग्स को सुधारने के लिए	0.7348228693008423	0.5000199675559998	0.2508032023906708
She took every able-bodied man and went to kill the Forest Spirit.	- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.	मुख्य पात्रों के साथ वह जंगली प्राणियों को मार ली थी।	0.7005405426025391	0.38797542452812195	0.2778053879737854
My mother's from Sweden.	वो मेरी माँ है.	मेरी मात्रा स्वीडन से है।	0.7400173544883728	0.3905741572380066	0.3732742667198181
Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.	(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं	Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.	0.5979207158088684	0.2145974189043045	0.04614970088005066
